DeviceProfileName,Time,AirTemperature,AirHumidity,BarometricPressure,CO2SensorTemperature,Unit
Decentlab_Air_Monitor,2023-10-05T09:40:41.497+00:00,23.514684448242186,54.23406982421875,98342,23.12,°C
Decentlab_Air_Monitor,2023-10-05T09:40:43.654+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T09:48:48.881+00:00,23.595122680664055,53.93461608886719,98368,23.39,°C
Decentlab_Air_Monitor,2023-10-05T09:48:51.031+00:00,23.595122680664055,53.93461608886719,98368,23.39,°C
Decentlab_Air_Monitor,2023-10-05T09:48:53.188+00:00,23.595122680664055,53.93461608886719,98368,23.39,°C
Decentlab_Air_Monitor,2023-10-05T09:50:37.476+00:00,23.490552978515616,54.26268005371094,98314,23.1,°C
Decentlab_Air_Monitor,2023-10-05T09:50:39.627+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T09:58:42.731+00:00,23.57367248535156,54.01853942871094,98348,23.36,°C
Decentlab_Air_Monitor,2023-10-05T09:58:44.885+00:00,23.57367248535156,54.01853942871094,98348,23.36,°C
Decentlab_Air_Monitor,2023-10-05T09:58:47.041+00:00,23.57367248535156,54.01853942871094,98348,23.36,°C
Decentlab_Air_Monitor,2023-10-05T10:00:41.360+00:00,23.46642150878906,54.3790283203125,98292,23.08,°C
Decentlab_Air_Monitor,2023-10-05T10:00:45.661+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:08:42.984+00:00,23.549541015625003,54.06622314453125,98342,23.34,°C
Decentlab_Air_Monitor,2023-10-05T10:08:45.143+00:00,23.549541015625003,54.06622314453125,98342,23.34,°C
Decentlab_Air_Monitor,2023-10-05T10:08:47.293+00:00,23.549541015625003,54.06622314453125,98342,23.34,°C
Decentlab_Air_Monitor,2023-10-05T10:10:41.652+00:00,23.444971313476564,54.4248046875,98296,23.06,°C
Decentlab_Air_Monitor,2023-10-05T10:10:43.809+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:10:45.965+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:18:46.456+00:00,23.525409545898434,54.17112731933594,98364,23.32,°C
Decentlab_Air_Monitor,2023-10-05T10:18:48.608+00:00,23.525409545898434,54.17112731933594,98364,23.32,°C
Decentlab_Air_Monitor,2023-10-05T10:18:50.764+00:00,23.525409545898434,54.17112731933594,98364,23.32,°C
Decentlab_Air_Monitor,2023-10-05T10:20:37.814+00:00,23.420839843749995,54.5316162109375,98314,23.03,°C
Decentlab_Air_Monitor,2023-10-05T10:20:39.966+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:20:42.123+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:28:43.516+00:00,23.506640624999996,54.22453308105469,98362,23.3,°C
Decentlab_Air_Monitor,2023-10-05T10:28:47.828+00:00,23.506640624999996,54.22453308105469,98362,23.3,°C
Decentlab_Air_Monitor,2023-10-05T10:30:40.622+00:00,23.394027099609367,54.565948486328125,98314,23.01,°C
Decentlab_Air_Monitor,2023-10-05T10:30:42.771+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:30:44.924+00:00,0,0,0,0,
Decentlab_Air_Monitor,2023-10-05T10:38:45.339+00:00,23.48250915527344,54.25123596191406,98378,23.28,°C
Decentlab_Air_Monitor,2023-10-05T10:38:47.498+00:00,23.48250915527344,54.25123596191406,98378,23.28,°C
Decentlab_Air_Monitor,2023-10-05T10:38:49.649+00:00,23.48250915527344,54.25123596191406,98378,23.28,°C
Decentlab_Air_Monitor,2023-10-05T10:40:40.196+00:00,23.377939453125002,54.58311462402344,98320,22.99,°C
Decentlab_Air_Monitor,2023-10-05T10:40:42.347+00:00,0,0,0,0,
